CountryCode,Game,Genre,GameTitle,Country_Name,Two_Letter_Country_Code,TotalPlayers,CSGOPlayers,DotaPlayers,LOLPlayers,FortnitePlayers,OverwatchPlayers,StarcraftPlayers,HeroesPlayers,PUBGPlayers,ArenaPlayers,HearthstonePlayers
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
se,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
dk,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
vn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
ru,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
ca,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
de,PUBG,Battle Royale,,,,,,,,,,,,,,
de,PUBG,Battle Royale,,,,,,,,,,,,,,
gb,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
th,PUBG,Battle Royale,,,,,,,,,,,,,,
dk,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
vn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
vn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
vn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
vn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
vn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
vn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
my,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
th,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Arena of Valor,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
nl,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
tw,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ru,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
no,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
se,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ua,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
jp,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ua,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ro,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ph,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
dk,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ru,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cz,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
tr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
se,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
fr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ua,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ru,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
tw,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
gr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
tw,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
pl,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
tw,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
jp,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
fr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ar,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
hk,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
gb,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kz,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
nl,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
jp,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ar,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
gb,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cz,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
fr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
nl,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
hk,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
kr,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
ca,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
hk,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
dk,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
cn,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
de,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
fi,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
it,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
us,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
se,Hearthstone,Collectible Card Game,,,,,,,,,,,,,,
